experiment,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1,train_balanced_accuracy,val_balanced_accuracy
CNN_SCREEN_1_no_batchnorm,0,1,2.188992239001742,2.132293780644735,0.1012216404886562,0.2013888888888889,0.06196424552198257,0.1025231618371772,0.09477124183006536,0.19374416433239963
CNN_SCREEN_1_no_batchnorm,0,2,1.9887506776663229,1.8211789660983615,0.2164048865619546,0.2916666666666667,0.19648548603393093,0.20150600607116187,0.2170176712660373,0.28291316526610644
CNN_SCREEN_1_no_batchnorm,0,3,1.8443362307174043,1.781840403874715,0.2774869109947644,0.2847222222222222,0.2658173219430525,0.1999620248459258,0.28128078679074275,0.2777777777777778
CNN_SCREEN_1_no_batchnorm,0,4,1.7354445041370226,1.6677330864800348,0.3106457242582897,0.2708333333333333,0.2833396519225499,0.18005035446895912,0.31169743234646713,0.2675070028011205
CNN_SCREEN_1_no_batchnorm,0,5,1.650842840966962,1.6502964231703017,0.3228621291448517,0.2986111111111111,0.2988986082474819,0.22144478977812312,0.3226089746837581,0.28944911297852477
CNN_SCREEN_1_no_batchnorm,0,6,1.5932387015790423,1.584866510497199,0.34205933682373474,0.3611111111111111,0.32327408424139553,0.29646069880069664,0.3386701795274527,0.3510737628384687
CNN_SCREEN_1_no_batchnorm,0,7,1.604568832831857,1.5589241981506348,0.3403141361256545,0.3680555555555556,0.30547423884786423,0.28817498291182503,0.3377933717271002,0.3562091503267974
CNN_SCREEN_1_no_batchnorm,0,8,1.5301992693496624,1.5409305757946439,0.3787085514834206,0.3541666666666667,0.3491157044062887,0.2792258311148794,0.3760520286208081,0.34593837535014005
CNN_SCREEN_1_no_batchnorm,0,9,1.5411485208890825,1.5278008513980441,0.38917975567190227,0.3958333333333333,0.37004789596575405,0.3408381013744999,0.3837504855516712,0.38375350140056025
CNN_SCREEN_1_no_batchnorm,0,10,1.5099397402575294,1.5399758285946317,0.387434554973822,0.4097222222222222,0.34808320654851543,0.3397881954901154,0.3841318899078437,0.39402427637721754
CNN_SCREEN_1_no_batchnorm,0,11,1.5303880537991748,1.4762152830759685,0.387434554973822,0.4305555555555556,0.3744528202797212,0.3641097519699245,0.38739282678331166,0.4150326797385621
CNN_SCREEN_1_no_batchnorm,0,12,1.50340238811666,1.4756874508327908,0.4223385689354276,0.4722222222222222,0.3906548867651321,0.41117596164192055,0.41701710830757793,0.45564892623716147
CNN_SCREEN_1_no_batchnorm,0,13,1.428223002019353,1.4564462502797444,0.4537521815008726,0.4791666666666667,0.42497134540540643,0.4391368920728631,0.44558162053222095,0.46218487394957986
CNN_SCREEN_1_no_batchnorm,0,14,1.4131462592729098,1.4597937133577135,0.4869109947643979,0.4861111111111111,0.47079372435143413,0.4440088353813844,0.4804273417664511,0.4673202614379085
CNN_SCREEN_1_no_batchnorm,0,15,1.3958082700483045,1.4671613640255399,0.43455497382198954,0.4722222222222222,0.40241152465359126,0.4431033016029991,0.42475778712288814,0.4556489262371616
