experiment,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1,train_balanced_accuracy,val_balanced_accuracy
CNN_SCREEN_5_aug_medium,0,1,2.085060591473005,1.9405491484536066,0.19720767888307156,0.25,0.18100496375894645,0.16424947061408768,0.1882350126384174,0.24929971988795518
CNN_SCREEN_5_aug_medium,0,2,1.7455572511929285,1.5517254405551486,0.3263525305410122,0.4166666666666667,0.2805661484465987,0.3340145729764874,0.3203824739772452,0.40896358543417366
CNN_SCREEN_5_aug_medium,0,3,1.5950952285663411,1.4196351369222004,0.38219895287958117,0.4861111111111111,0.35194251642427854,0.4018515840884262,0.3788063028829103,0.47012138188608765
CNN_SCREEN_5_aug_medium,0,4,1.496696103305717,1.3851888179779053,0.43804537521815007,0.5,0.4135080310202687,0.45954832785750654,0.43086307161394566,0.49096002037178504
CNN_SCREEN_5_aug_medium,0,5,1.404193930392906,1.2640069325764973,0.4607329842931937,0.5694444444444444,0.43820575768499215,0.5267057055240749,0.45729115648556296,0.5550462609286139
CNN_SCREEN_5_aug_medium,0,6,1.4691595384171703,1.3100533617867365,0.4258289703315881,0.4791666666666667,0.41640437371845757,0.4392374334103658,0.42258336007386016,0.4699516170104406
CNN_SCREEN_5_aug_medium,0,7,1.331796321569313,1.2056882513893976,0.5008726003490401,0.5694444444444444,0.47530314404630336,0.5406293422285035,0.49444922959134846,0.5584839996604702
CNN_SCREEN_5_aug_medium,0,8,1.3398082433154654,1.3975824515024822,0.4642233856893543,0.4930555555555556,0.45253257165854716,0.4436154721523087,0.4566437542573733,0.4752567693744164
CNN_SCREEN_5_aug_medium,0,9,1.3747090022185293,1.1954753928714328,0.44502617801047123,0.6180555555555556,0.42274795565681345,0.5853230085980528,0.43941441061064107,0.5978694508106273
CNN_SCREEN_5_aug_medium,0,10,1.3092511919364462,1.1244863271713257,0.47469458987783597,0.6111111111111112,0.46250834626476955,0.5720127246271037,0.470992157988662,0.5955351837704779
CNN_SCREEN_5_aug_medium,0,11,1.285599702731893,1.1919760174221463,0.5043630017452007,0.5347222222222222,0.48999590767133,0.4789861951905539,0.4981281631228432,0.5186741363211951
CNN_SCREEN_5_aug_medium,0,12,1.2886829998272669,1.2483474810918171,0.5043630017452007,0.5486111111111112,0.49650964182106566,0.49184082041224897,0.5044698901668047,0.5255071725659961
CNN_SCREEN_5_aug_medium,0,13,1.2504286500795974,1.1226992739571466,0.5235602094240838,0.5347222222222222,0.516131298921974,0.5067656667144,0.5214937539758941,0.5216025804261099
CNN_SCREEN_5_aug_medium,0,14,1.1911815228054452,1.1112613015704684,0.5130890052356021,0.5694444444444444,0.5049087583316864,0.5353878156655935,0.5100980673636092,0.5542823189882014
