experiment,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1,train_balanced_accuracy,val_balanced_accuracy
MLP_9_dropout03_batchnorm_weightdecay,0,1,2.032153870422803,1.6838611364364624,0.3106457242582897,0.3819444444444444,0.27879625719068535,0.33779067324803846,0.3059848113807682,0.38137679314149897
MLP_9_dropout03_batchnorm_weightdecay,0,2,1.5634258613120406,1.4130874474843342,0.4031413612565445,0.5138888888888888,0.3964419594577997,0.4700052307895445,0.40610415857413884,0.5004668534080298
MLP_9_dropout03_batchnorm_weightdecay,0,3,1.3928171190291798,1.3571562899483576,0.47643979057591623,0.5416666666666666,0.47587164070683724,0.5143359343270486,0.4783260993171313,0.5444359562006621
MLP_9_dropout03_batchnorm_weightdecay,0,4,1.2661181819376521,1.319439967473348,0.5322862129144852,0.5069444444444444,0.5339933731100649,0.4836886909421207,0.5343109106978995,0.5018249724132077
MLP_9_dropout03_batchnorm_weightdecay,0,5,1.1476640763707187,1.2976028521855671,0.568935427574171,0.5347222222222222,0.5719588226787233,0.5237514450293141,0.569253742266358,0.5329343858755623
MLP_9_dropout03_batchnorm_weightdecay,0,6,1.038395820279812,1.2527157333162096,0.5986038394415357,0.5277777777777778,0.5948365085246557,0.47795151245925865,0.6007287497255578,0.5206688736100501
MLP_9_dropout03_batchnorm_weightdecay,0,7,1.0125720377159784,1.247395118077596,0.6457242582897034,0.5416666666666666,0.6424366082675709,0.5159433641456049,0.6474908941469208,0.5245734657499364
MLP_9_dropout03_batchnorm_weightdecay,0,8,0.9556368789123615,1.207967374059889,0.6300174520069808,0.5694444444444444,0.6224641728339447,0.5547298981791413,0.6279323098748544,0.5677786266021561
MLP_9_dropout03_batchnorm_weightdecay,0,9,0.94482856593623,1.2136057747734919,0.6596858638743456,0.5069444444444444,0.657067504241346,0.47088286872769625,0.6601391633311378,0.5025889143536202
MLP_9_dropout03_batchnorm_weightdecay,0,10,0.8635148052353717,1.2164754735098944,0.68760907504363,0.5,0.6874024376386938,0.45999173398554205,0.6881829389809326,0.4895594601476955
MLP_9_dropout03_batchnorm_weightdecay,0,11,0.8642118718819677,1.1384034421708848,0.6823734729493892,0.5347222222222222,0.6819703772460491,0.5229888282570275,0.6824337257153794,0.5287327052032934
MLP_9_dropout03_batchnorm_weightdecay,0,12,0.7984344376735454,1.113263143433465,0.7172774869109948,0.5277777777777778,0.7137314398502124,0.5065899732394573,0.7161788631616872,0.5271623801035566
MLP_9_dropout03_batchnorm_weightdecay,0,13,0.7624344603137404,1.2261553605397542,0.7260034904013961,0.5347222222222222,0.7214144565981113,0.5212848661936105,0.7222306665991116,0.5322977675918853
MLP_9_dropout03_batchnorm_weightdecay,1,1,2.025516882408768,1.607912196053399,0.2914485165794066,0.4236111111111111,0.2794051832178819,0.3886910155675773,0.2916955182877055,0.4269586622527799
MLP_9_dropout03_batchnorm_weightdecay,1,2,1.544971807256835,1.4062849150763617,0.4537521815008726,0.4791666666666667,0.4390633663635226,0.47781249158869166,0.45180794109202677,0.4806468041762159
MLP_9_dropout03_batchnorm_weightdecay,1,3,1.3675474585871006,1.3177158037821453,0.462478184991274,0.5,0.45365053887120865,0.47864411990636746,0.4567943456452348,0.4988540870893812
MLP_9_dropout03_batchnorm_weightdecay,1,4,1.2275698132956008,1.2283004654778376,0.5340314136125655,0.5138888888888888,0.5193097479757975,0.4958244952081826,0.5282295519413622,0.5075969781852134
MLP_9_dropout03_batchnorm_weightdecay,1,5,1.1645809125941877,1.2218665017022028,0.5479930191972077,0.5277777777777778,0.5387184747857358,0.5072851169978393,0.5448959371287994,0.5242339359986419
MLP_9_dropout03_batchnorm_weightdecay,1,6,1.0521709543456166,1.1937149100833468,0.6300174520069808,0.5416666666666666,0.6291627007173379,0.5286683873261553,0.6278169033906988,0.538069773363891
MLP_9_dropout03_batchnorm_weightdecay,1,7,1.039553417585283,1.2123138639662001,0.6038394415357766,0.5277777777777778,0.5976563163236037,0.47798944473358834,0.6055279705910501,0.5171038112214582
MLP_9_dropout03_batchnorm_weightdecay,1,8,0.9532898696721328,1.2009874317381117,0.6719022687609075,0.5486111111111112,0.6640450383646503,0.527023236637051,0.6645034987868245,0.5531364060775825
MLP_9_dropout03_batchnorm_weightdecay,1,9,0.915469791772686,1.1088520288467407,0.6736474694589878,0.5555555555555556,0.6726095835104924,0.5486819647163373,0.6740583112372138,0.5489771666242254
