experiment,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1,train_balanced_accuracy,val_balanced_accuracy
MLP_5_xavier_initialization,0,1,2.457592792743996,1.7198314136928983,0.2111692844677138,0.3888888888888889,0.19348451692915586,0.3407490961489297,0.2116794176757697,0.3786181139122315
MLP_5_xavier_initialization,0,2,2.007165563460212,1.555761178334554,0.2862129144851658,0.4444444444444444,0.2711653981698526,0.4295883876243696,0.28310899438730414,0.44580256344962227
MLP_5_xavier_initialization,0,3,1.9008246876598445,1.5117499033610027,0.32460732984293195,0.4652777777777778,0.31722275854103177,0.42678165027861215,0.32634842624962707,0.4596808420337832
MLP_5_xavier_initialization,0,4,1.7160186170491456,1.4619554811053805,0.37521815008726006,0.4375,0.36236454279796537,0.39694184205899047,0.37141043612391844,0.43570155334861216
MLP_5_xavier_initialization,0,5,1.6991636020766918,1.406119532055325,0.39965095986038396,0.4652777777777778,0.38882003661578335,0.42785699451762227,0.39681534399576657,0.45624310330192686
MLP_5_xavier_initialization,0,6,1.7405691032426311,1.3677645789252386,0.3856893542757417,0.4583333333333333,0.37029075847729215,0.43997423431191446,0.3794171128112457,0.45047109752992104
MLP_5_xavier_initialization,0,7,1.56540785950932,1.330803844663832,0.42408376963350786,0.4791666666666667,0.4218558727439461,0.4835064826731494,0.4249674891489757,0.4750445632798574
MLP_5_xavier_initialization,0,8,1.5517157636595855,1.3771910402509902,0.42757417102966844,0.4930555555555556,0.42439624610072235,0.489781143660454,0.42824812957051905,0.4873525167642814
MLP_5_xavier_initialization,0,9,1.5284727381161993,1.3361834817462497,0.42408376963350786,0.4861111111111111,0.41627158066743725,0.45584093228566147,0.4186384286703484,0.4829810712163653
MLP_5_xavier_initialization,0,10,1.5113761175365348,1.3298421435885959,0.418848167539267,0.4861111111111111,0.41033021747793313,0.4364751821072151,0.41489194012373826,0.4893472540531364
MLP_5_xavier_initialization,0,11,1.433616885964159,1.266472617785136,0.4537521815008726,0.4652777777777778,0.45235052248614976,0.45807053137913084,0.4570842692517719,0.4598081656905186
MLP_5_xavier_initialization,0,12,1.43315058520119,1.2808396683798895,0.4537521815008726,0.4583333333333333,0.4560195288239265,0.43440354282984445,0.4558133905299128,0.45327221797810036
MLP_5_xavier_initialization,0,13,1.3678375440950377,1.2616745630900066,0.4851657940663176,0.5069444444444444,0.4794077906210688,0.49473424286258333,0.48395427651393597,0.5075545369663017
MLP_5_xavier_initialization,0,14,1.3406447186728006,1.2535644107394748,0.47643979057591623,0.4722222222222222,0.4722740470191964,0.45027371656177984,0.47632337459818846,0.4713097360156184
MLP_5_xavier_initialization,0,15,1.3268900260875363,1.2455684476428561,0.5008726003490401,0.4930555555555556,0.4950368537211973,0.47902597207071007,0.4995074113481167,0.4845513963161021
MLP_5_xavier_initialization,0,16,1.3436965825878098,1.2410456869337294,0.49214659685863876,0.5,0.4914461488115998,0.45701882992920656,0.49418745390777613,0.49388846447669976
MLP_5_xavier_initialization,0,17,1.3197109174978046,1.2153495285246108,0.506108202443281,0.4861111111111111,0.49862008019876974,0.4504794497014177,0.5032538998947267,0.47445038621509206
MLP_5_xavier_initialization,0,18,1.3013316575977398,1.2133255799611409,0.4973821989528796,0.4791666666666667,0.4905750099002021,0.45856721015138036,0.49730483637612377,0.47364400305576776
MLP_5_xavier_initialization,0,19,1.242822804584137,1.1796112722820706,0.518324607329843,0.5486111111111112,0.5157934124760558,0.5291560444018528,0.5194417703917629,0.5382395382395382
MLP_5_xavier_initialization,0,20,1.2891796714972452,1.1629330449634128,0.518324607329843,0.5555555555555556,0.5164723973691646,0.530162885574763,0.5209307955165987,0.5412104235633648
